Tick,Attribute.Component,Origin,Failed Behaviour
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.fan,material.fan,
1.0,power.heater,power.heater,
3.0,material.motor,material.motor,
3.0,temperature.motor,temperature.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,geometry.nozzle,material.fan,
3.0,geometry.heater,power.heater,
3.0,material.nozzle,power.heater,
4.0,temperature.heater,temperature.motor,
4.0,material.body,material.nozzle,
5.0,geometry.heater,material.motor,
5.0,geometry.nozzle,temperature.motor,
5.0,geometry.heater,material.fan,
5.0,material.motor,power.heater,
5.0,power.fan,power.heater,
5.0,geometry.nozzle,temperature.nozzle,
5.0,material.body,temperature.nozzle,
6.0,geometry.motor,temperature.motor,
6.0,geometry.fan,material.fan,
6.0,temperature.nozzle,temperature.heater,
6.0,geometry.body,temperature.heater,
7.0,material.motor,temperature.motor,
7.0,geometry.heater,temperature.motor,
7.0,temperature.motor,rot.speed.fan,
7.0,geometry.nozzle,power.fan,
7.0,material.body,power.fan,
7.0,geometry.body,material.nozzle,
8.0,geometry.fan,geometry.motor,
8.0,geometry.motor,power.fan,
8.0,geometry.motor,power.heater,
8.0,power.fan,temperature.heater,
9.0,material.motor,rot.speed.fan,
9.0,material.body,geometry.heater,
9.0,material.heater,material.heater,
9.0,geometry.fan,power.heater,
9.0,material.body,geometry.nozzle,
10.0,material.body,temperature.motor,
10.0,temperature.nozzle,material.nozzle,
11.0,geometry.fan,geometry.heater,
12.0,material.heater,geometry.motor,
12.0,temperature.nozzle,geometry.motor,
12.0,geometry.heater,power.fan,
12.0,geometry.fan,geometry.nozzle,
12.0,geometry.body,geometry.nozzle,
13.0,material.motor,geometry.motor,
13.0,geometry.fan,power.fan,
13.0,geometry.nozzle,temperature.heater,
14.0,material.body,temperature.heater,
15.0,material.heater,temperature.nozzle,
15.0,material.body,geometry.body,
16.0,power.motor,geometry.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
