Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.heater,material.heater,
0.0,power.heater,power.heater,
0.0,material.body,material.body,
1.0,material.motor,material.motor,
1.0,geometry.fan,geometry.fan,
1.0,rot.speed.fan,rot.speed.fan,
1.0,power.fan,material.body,
1.0,temperature.heater,material.body,
2.0,power.fan,power.heater,
2.0,material.nozzle,power.heater,
2.0,temperature.motor,temperature.heater,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
3.0,geometry.motor,geometry.motor,
3.0,geometry.motor,geometry.fan,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.motor,material.body,
3.0,material.nozzle,material.body,
3.0,geometry.body,material.body,
4.0,geometry.heater,material.motor,
4.0,temperature.nozzle,rot.speed.fan,
4.0,geometry.nozzle,power.fan,
4.0,temperature.nozzle,material.heater,
4.0,material.body,material.heater,
4.0,temperature.nozzle,temperature.heater,
5.0,temperature.motor,material.motor,
5.0,temperature.motor,rot.speed.fan,
5.0,temperature.heater,power.fan,
5.0,material.motor,power.heater,
5.0,geometry.heater,power.heater,
5.0,temperature.heater,geometry.body,
6.0,power.fan,geometry.motor,
6.0,material.fan,geometry.fan,
6.0,geometry.heater,geometry.fan,
6.0,geometry.motor,power.heater,
6.0,temperature.motor,geometry.nozzle,
6.0,temperature.nozzle,geometry.nozzle,
6.0,temperature.nozzle,material.body,
7.0,geometry.nozzle,geometry.fan,
7.0,material.motor,rot.speed.fan,
7.0,material.fan,material.nozzle,
7.0,temperature.nozzle,material.nozzle,
7.0,material.nozzle,geometry.body,
8.0,power.motor,power.motor,
8.0,material.heater,material.heater,
8.0,geometry.fan,power.heater,
8.0,geometry.nozzle,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
