Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.motor,temperature.motor,
0.0,material.fan,material.fan,
1.0,temperature.heater,temperature.motor,
1.0,rot.speed.fan,rot.speed.fan,
2.0,power.fan,geometry.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,material.body,temperature.heater,
3.0,temperature.motor,geometry.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,geometry.heater,material.fan,
3.0,material.nozzle,material.fan,
3.0,temperature.nozzle,temperature.heater,
3.0,geometry.body,temperature.heater,
4.0,geometry.fan,geometry.motor,
4.0,material.heater,geometry.motor,
4.0,temperature.nozzle,geometry.motor,
4.0,power.heater,power.fan,
4.0,geometry.nozzle,power.fan,
4.0,power.fan,temperature.heater,
4.0,power.heater,material.nozzle,
4.0,temperature.nozzle,material.body,
5.0,material.motor,geometry.motor,
5.0,geometry.motor,material.fan,
5.0,geometry.fan,material.fan,
5.0,material.motor,geometry.heater,
5.0,material.body,geometry.heater,
5.0,geometry.body,material.nozzle,
6.0,power.motor,power.motor,
6.0,material.body,temperature.motor,
6.0,material.motor,rot.speed.fan,
6.0,material.body,material.fan,
6.0,power.heater,geometry.heater,
6.0,material.heater,material.heater,
6.0,material.body,geometry.nozzle,
6.0,material.body,material.nozzle,
6.0,geometry.nozzle,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
