Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.heater,material.heater,
0.0,temperature.heater,temperature.heater,
0.0,material.body,material.body,
1.0,geometry.fan,geometry.fan,
1.0,power.fan,power.fan,
1.0,temperature.motor,temperature.heater,
1.0,power.fan,material.body,
2.0,material.fan,material.fan,
2.0,material.heater,material.heater,
2.0,power.heater,power.heater,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
2.0,material.nozzle,material.body,
2.0,temperature.nozzle,material.body,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.motor,geometry.fan,
3.0,power.heater,power.fan,
3.0,geometry.nozzle,power.fan,
3.0,material.motor,geometry.heater,
3.0,power.fan,temperature.heater,
3.0,geometry.body,temperature.heater,
3.0,material.body,temperature.heater,
3.0,power.heater,material.nozzle,
4.0,geometry.heater,geometry.fan,
4.0,power.heater,geometry.fan,
4.0,geometry.nozzle,temperature.heater,
4.0,rot.speed.fan,material.nozzle,
4.0,geometry.nozzle,temperature.nozzle,
5.0,material.motor,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,geometry.heater,material.fan,
5.0,geometry.motor,power.fan,
5.0,temperature.nozzle,material.heater,
5.0,temperature.nozzle,temperature.heater,
5.0,material.nozzle,geometry.body,
6.0,power.motor,power.motor,
6.0,material.fan,geometry.fan,
6.0,geometry.motor,material.heater,
6.0,material.body,material.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
