Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
1.0,geometry.fan,geometry.fan,
2.0,power.fan,geometry.motor,
2.0,power.motor,power.motor,
2.0,material.heater,material.heater,
2.0,temperature.heater,temperature.heater,
2.0,material.body,material.body,
3.0,power.heater,geometry.motor,
3.0,power.heater,geometry.fan,
3.0,rot.speed.fan,rot.speed.fan,
4.0,temperature.motor,geometry.motor,
4.0,material.heater,geometry.motor,
4.0,geometry.nozzle,power.fan,
4.0,temperature.motor,temperature.heater,
4.0,geometry.heater,material.body,
4.0,temperature.nozzle,material.body,
5.0,material.motor,geometry.motor,
5.0,power.motor,geometry.motor,
5.0,power.fan,geometry.fan,
5.0,geometry.heater,geometry.fan,
5.0,material.nozzle,rot.speed.fan,
5.0,power.fan,power.heater,
5.0,power.fan,temperature.heater,
5.0,geometry.body,temperature.heater,
5.0,temperature.motor,material.body,
5.0,temperature.heater,material.body,
5.0,geometry.nozzle,material.body,
5.0,geometry.body,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
