Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.motor,temperature.motor,
0.0,power.heater,power.heater,
1.0,material.body,material.body,
2.0,geometry.nozzle,temperature.motor,
2.0,geometry.fan,power.heater,
2.0,material.nozzle,material.body,
3.0,geometry.motor,temperature.motor,
3.0,material.body,temperature.motor,
3.0,temperature.heater,temperature.heater,
3.0,power.heater,material.nozzle,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,temperature.motor,temperature.heater,
4.0,power.fan,geometry.nozzle,
4.0,temperature.nozzle,geometry.nozzle,
4.0,material.body,geometry.nozzle,
5.0,geometry.fan,geometry.motor,
5.0,power.fan,geometry.motor,
5.0,geometry.heater,material.motor,
5.0,geometry.heater,power.heater,
5.0,geometry.body,temperature.heater,
5.0,rot.speed.fan,material.nozzle,
5.0,material.fan,material.nozzle,
5.0,temperature.heater,temperature.nozzle,
5.0,power.fan,material.body,
6.0,power.fan,power.heater,
6.0,temperature.nozzle,material.nozzle,
6.0,geometry.heater,material.body,
6.0,temperature.nozzle,material.body,
7.0,temperature.nozzle,rot.speed.fan,
7.0,geometry.nozzle,material.fan,
7.0,material.fan,material.body,
8.0,material.motor,geometry.motor,
8.0,material.motor,power.heater,
8.0,material.body,geometry.body,
9.0,material.heater,geometry.motor,
9.0,temperature.heater,power.fan,
9.0,geometry.fan,geometry.heater,
9.0,temperature.heater,material.body,
10.0,power.motor,power.motor,
10.0,material.motor,rot.speed.fan,
10.0,geometry.heater,material.fan,
10.0,geometry.motor,power.heater,
10.0,geometry.body,material.nozzle,
10.0,material.heater,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
