Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,power.motor,power.motor,
0.0,rot.speed.fan,rot.speed.fan,
0.0,power.heater,power.heater,
2.0,temperature.motor,temperature.motor,
2.0,geometry.fan,geometry.fan,
2.0,material.nozzle,rot.speed.fan,
2.0,geometry.fan,power.heater,
2.0,power.fan,power.heater,
2.0,material.nozzle,power.heater,
3.0,temperature.heater,temperature.motor,
3.0,geometry.motor,power.heater,
3.0,material.body,material.nozzle,
4.0,geometry.nozzle,temperature.motor,
4.0,geometry.motor,power.fan,
4.0,geometry.nozzle,power.fan,
4.0,material.body,power.fan,
5.0,material.body,temperature.motor,
5.0,geometry.motor,geometry.fan,
5.0,geometry.heater,geometry.fan,
5.0,temperature.nozzle,rot.speed.fan,
5.0,temperature.heater,power.fan,
5.0,material.heater,material.heater,
5.0,geometry.body,material.nozzle,
6.0,geometry.heater,power.motor,
6.0,rot.speed.fan,temperature.motor,
6.0,geometry.heater,temperature.motor,
6.0,material.body,geometry.nozzle,
6.0,temperature.nozzle,material.nozzle,
7.0,geometry.motor,temperature.motor,
7.0,material.motor,temperature.motor,
7.0,material.fan,geometry.fan,
7.0,power.fan,geometry.fan,
7.0,geometry.heater,power.heater,
7.0,geometry.body,temperature.heater,
7.0,material.body,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
