Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.heater,material.heater,
1.0,material.body,material.body,
2.0,power.heater,power.heater,
2.0,temperature.heater,material.body,
2.0,material.nozzle,material.body,
3.0,material.heater,material.heater,
3.0,material.nozzle,power.heater,
4.0,geometry.fan,geometry.fan,
4.0,geometry.heater,power.heater,
4.0,geometry.body,temperature.heater,
4.0,temperature.motor,material.body,
4.0,power.fan,material.body,
4.0,geometry.heater,material.body,
4.0,geometry.nozzle,material.body,
4.0,temperature.nozzle,material.body,
5.0,geometry.motor,power.heater,
5.0,power.fan,power.heater,
5.0,temperature.motor,temperature.heater,
5.0,power.fan,temperature.heater,
5.0,rot.speed.fan,material.nozzle,
5.0,temperature.heater,temperature.nozzle,
5.0,material.fan,material.body,
5.0,material.heater,material.body,
5.0,geometry.body,material.body,
6.0,power.heater,geometry.fan,
6.0,temperature.motor,geometry.nozzle,
6.0,power.fan,geometry.nozzle,
6.0,material.motor,material.body,
7.0,geometry.fan,geometry.motor,
7.0,geometry.heater,material.motor,
7.0,temperature.nozzle,material.nozzle,
8.0,temperature.motor,geometry.motor,
8.0,temperature.nozzle,rot.speed.fan,
8.0,geometry.heater,material.fan,
8.0,geometry.nozzle,material.fan,
9.0,material.heater,geometry.motor,
10.0,material.motor,geometry.motor,
10.0,power.fan,geometry.motor,
10.0,temperature.motor,rot.speed.fan,
10.0,geometry.fan,material.fan,
10.0,geometry.nozzle,geometry.body,
10.0,material.nozzle,geometry.body,
10.0,geometry.body,geometry.body,
11.0,power.motor,power.motor,
11.0,material.motor,rot.speed.fan,
11.0,geometry.fan,geometry.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
