Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.heater,power.heater,
0.0,material.body,material.body,
1.0,geometry.motor,geometry.motor,
1.0,geometry.fan,geometry.fan,
2.0,material.motor,material.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,geometry.fan,power.heater,
2.0,power.fan,power.heater,
2.0,material.nozzle,power.heater,
2.0,temperature.heater,temperature.heater,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
2.0,material.nozzle,material.body,
2.0,temperature.nozzle,material.body,
3.0,power.fan,geometry.motor,
3.0,geometry.heater,material.motor,
3.0,geometry.heater,power.heater,
3.0,temperature.motor,temperature.heater,
3.0,power.fan,material.body,
4.0,material.nozzle,rot.speed.fan,
4.0,geometry.motor,power.heater,
4.0,temperature.nozzle,temperature.heater,
4.0,geometry.body,temperature.heater,
4.0,material.body,temperature.heater,
4.0,temperature.motor,geometry.nozzle,
4.0,power.fan,geometry.nozzle,
5.0,geometry.heater,geometry.fan,
5.0,material.heater,material.heater,
5.0,power.fan,temperature.heater,
5.0,temperature.nozzle,geometry.nozzle,
6.0,temperature.motor,material.motor,
6.0,geometry.nozzle,temperature.heater,
7.0,temperature.motor,geometry.motor,
7.0,geometry.motor,material.motor,
7.0,material.body,material.motor,
7.0,material.fan,geometry.fan,
7.0,power.fan,geometry.fan,
7.0,temperature.motor,rot.speed.fan,
7.0,temperature.nozzle,rot.speed.fan,
8.0,power.motor,power.motor,
8.0,material.motor,rot.speed.fan,
8.0,material.heater,material.heater,
8.0,temperature.nozzle,material.nozzle,
8.0,material.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
