Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,rot.speed.fan,rot.speed.fan,
0.0,material.fan,material.fan,
0.0,temperature.heater,temperature.heater,
0.0,geometry.nozzle,geometry.nozzle,
1.0,geometry.fan,geometry.fan,
1.0,temperature.motor,temperature.heater,
2.0,material.body,temperature.heater,
2.0,temperature.motor,geometry.nozzle,
2.0,power.fan,geometry.nozzle,
2.0,material.body,geometry.nozzle,
3.0,geometry.fan,geometry.motor,
3.0,power.heater,geometry.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,geometry.heater,material.fan,
3.0,power.fan,temperature.heater,
3.0,material.nozzle,material.body,
4.0,power.fan,geometry.motor,
4.0,material.heater,geometry.motor,
4.0,temperature.nozzle,rot.speed.fan,
4.0,power.fan,material.body,
4.0,geometry.heater,material.body,
4.0,temperature.nozzle,material.body,
5.0,material.motor,geometry.motor,
5.0,material.fan,geometry.motor,
5.0,geometry.motor,temperature.motor,
5.0,power.heater,geometry.fan,
5.0,temperature.motor,rot.speed.fan,
5.0,geometry.body,geometry.nozzle,
5.0,power.heater,material.nozzle,
5.0,temperature.motor,material.body,
5.0,geometry.body,material.body,
6.0,material.motor,rot.speed.fan,
6.0,material.motor,geometry.heater,
6.0,geometry.body,temperature.heater,
6.0,temperature.heater,geometry.nozzle,
6.0,temperature.nozzle,geometry.nozzle,
6.0,material.heater,material.body,
7.0,power.heater,power.fan,
7.0,geometry.fan,geometry.heater,
7.0,power.heater,geometry.heater,
7.0,temperature.heater,temperature.nozzle,
7.0,material.motor,material.body,
8.0,material.nozzle,material.fan,
8.0,temperature.motor,geometry.heater,
8.0,power.fan,geometry.heater,
8.0,material.heater,material.heater,
8.0,material.nozzle,geometry.body,
9.0,material.body,rot.speed.fan,
9.0,power.motor,geometry.heater,
9.0,material.fan,geometry.nozzle,
9.0,material.heater,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
