Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.heater,temperature.heater,
0.0,geometry.nozzle,geometry.nozzle,
1.0,geometry.fan,geometry.fan,
1.0,power.fan,power.fan,
1.0,power.heater,power.heater,
1.0,temperature.motor,temperature.heater,
1.0,temperature.nozzle,temperature.heater,
1.0,material.body,temperature.heater,
2.0,material.nozzle,power.heater,
2.0,geometry.body,temperature.heater,
2.0,material.body,geometry.nozzle,
3.0,power.motor,power.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.motor,power.fan,
3.0,geometry.nozzle,power.fan,
3.0,material.heater,material.heater,
3.0,geometry.heater,power.heater,
3.0,power.fan,temperature.heater,
3.0,material.body,material.nozzle,
3.0,geometry.nozzle,temperature.nozzle,
4.0,geometry.motor,temperature.motor,
4.0,power.heater,geometry.fan,
4.0,rot.speed.fan,material.nozzle,
4.0,material.heater,temperature.nozzle,
4.0,power.fan,material.body,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,material.body,temperature.motor,
5.0,geometry.motor,geometry.fan,
5.0,material.fan,geometry.nozzle,
5.0,geometry.motor,temperature.nozzle,
5.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
