Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.heater,power.heater,
1.0,geometry.motor,geometry.motor,
1.0,geometry.fan,geometry.fan,
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.heater,material.heater,
1.0,material.nozzle,power.heater,
1.0,geometry.nozzle,geometry.nozzle,
1.0,material.body,material.body,
2.0,temperature.motor,temperature.motor,
2.0,power.fan,power.fan,
3.0,power.fan,geometry.motor,
3.0,temperature.nozzle,rot.speed.fan,
3.0,geometry.heater,power.heater,
3.0,temperature.heater,temperature.heater,
3.0,temperature.motor,geometry.nozzle,
3.0,power.fan,geometry.nozzle,
3.0,temperature.nozzle,geometry.nozzle,
3.0,material.body,geometry.nozzle,
3.0,rot.speed.fan,material.nozzle,
4.0,temperature.motor,geometry.motor,
4.0,geometry.fan,geometry.motor,
4.0,power.fan,power.heater,
4.0,power.fan,material.body,
5.0,material.body,geometry.heater,
5.0,geometry.motor,material.heater,
5.0,material.body,material.heater,
5.0,temperature.nozzle,temperature.heater,
5.0,geometry.body,temperature.heater,
5.0,material.body,material.nozzle,
6.0,material.fan,geometry.heater,
6.0,temperature.nozzle,material.heater,
6.0,geometry.motor,power.heater,
6.0,power.fan,temperature.heater,
7.0,material.body,temperature.motor,
7.0,geometry.heater,geometry.fan,
7.0,power.heater,geometry.fan,
7.0,temperature.motor,temperature.heater,
7.0,material.fan,geometry.nozzle,
7.0,geometry.body,geometry.nozzle,
8.0,material.motor,rot.speed.fan,
8.0,temperature.motor,rot.speed.fan,
8.0,geometry.nozzle,temperature.heater,
8.0,material.body,temperature.heater,
9.0,geometry.heater,material.motor,
9.0,material.fan,geometry.fan,
9.0,geometry.nozzle,geometry.fan,
9.0,geometry.body,material.nozzle,
10.0,temperature.nozzle,geometry.motor,
10.0,power.motor,power.motor,
10.0,geometry.heater,power.fan,
10.0,temperature.nozzle,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
