Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.motor,material.motor,
0.0,power.fan,power.fan,
0.0,power.heater,power.heater,
0.0,temperature.heater,temperature.heater,
0.0,material.body,material.body,
1.0,material.nozzle,power.heater,
1.0,temperature.motor,temperature.heater,
1.0,geometry.body,geometry.body,
1.0,material.nozzle,material.body,
2.0,geometry.nozzle,power.fan,
2.0,material.body,power.fan,
2.0,material.heater,material.heater,
2.0,geometry.heater,power.heater,
2.0,geometry.body,temperature.heater,
2.0,material.body,temperature.heater,
3.0,geometry.motor,geometry.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.fan,geometry.fan,
3.0,temperature.heater,power.fan,
4.0,temperature.motor,material.motor,
4.0,power.motor,power.motor,
4.0,geometry.motor,power.fan,
4.0,geometry.heater,power.fan,
4.0,geometry.motor,power.heater,
4.0,power.fan,power.heater,
4.0,rot.speed.fan,material.nozzle,
4.0,geometry.heater,material.body,
4.0,geometry.nozzle,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
