Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.heater,temperature.heater,
1.0,temperature.motor,temperature.motor,
1.0,power.heater,power.heater,
2.0,geometry.motor,geometry.motor,
2.0,temperature.heater,temperature.motor,
2.0,power.fan,power.fan,
2.0,material.nozzle,power.heater,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.fan,power.heater,
3.0,temperature.nozzle,temperature.heater,
3.0,material.body,material.nozzle,
4.0,geometry.fan,geometry.motor,
4.0,power.fan,geometry.motor,
4.0,power.fan,power.heater,
4.0,geometry.heater,power.heater,
4.0,rot.speed.fan,material.nozzle,
4.0,geometry.body,material.nozzle,
5.0,temperature.motor,geometry.motor,
5.0,material.motor,power.heater,
5.0,power.fan,temperature.heater,
5.0,material.fan,geometry.nozzle,
5.0,power.fan,geometry.nozzle,
5.0,temperature.nozzle,geometry.nozzle,
5.0,material.body,geometry.nozzle,
6.0,geometry.heater,material.motor,
6.0,material.heater,material.heater,
6.0,geometry.body,temperature.heater,
6.0,material.body,temperature.heater,
7.0,material.motor,geometry.motor,
7.0,power.motor,power.motor,
7.0,geometry.heater,geometry.fan,
7.0,temperature.nozzle,rot.speed.fan,
7.0,temperature.nozzle,material.nozzle,
7.0,power.fan,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
