Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,material.heater,material.heater,
0.0,geometry.nozzle,geometry.nozzle,
0.0,material.nozzle,material.nozzle,
0.0,geometry.body,geometry.body,
1.0,power.fan,power.fan,
1.0,material.body,material.body,
2.0,power.fan,geometry.nozzle,
2.0,temperature.nozzle,geometry.nozzle,
2.0,material.body,geometry.nozzle,
2.0,rot.speed.fan,material.nozzle,
2.0,power.heater,material.nozzle,
2.0,geometry.body,material.nozzle,
3.0,geometry.motor,geometry.motor,
3.0,material.body,power.fan,
3.0,temperature.nozzle,material.heater,
3.0,temperature.motor,geometry.nozzle,
3.0,material.body,material.nozzle,
4.0,temperature.heater,temperature.motor,
4.0,temperature.nozzle,rot.speed.fan,
4.0,geometry.motor,material.heater,
4.0,material.body,material.heater,
4.0,temperature.nozzle,material.nozzle,
5.0,temperature.heater,power.fan,
5.0,geometry.motor,power.heater,
5.0,geometry.fan,power.heater,
5.0,geometry.heater,power.heater,
5.0,temperature.heater,temperature.nozzle,
5.0,temperature.heater,geometry.body,
6.0,geometry.motor,temperature.motor,
6.0,material.fan,material.fan,
6.0,material.motor,geometry.heater,
6.0,geometry.body,geometry.nozzle,
6.0,geometry.heater,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
