Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.body,material.body,
1.0,geometry.motor,geometry.motor,
2.0,temperature.motor,temperature.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,power.fan,power.fan,
2.0,geometry.nozzle,geometry.nozzle,
2.0,geometry.nozzle,material.body,
2.0,material.nozzle,material.body,
3.0,geometry.fan,geometry.motor,
3.0,temperature.heater,temperature.motor,
3.0,power.heater,material.nozzle,
3.0,temperature.motor,material.body,
3.0,power.fan,material.body,
4.0,temperature.motor,geometry.motor,
4.0,power.fan,geometry.motor,
4.0,power.heater,geometry.motor,
4.0,material.body,temperature.heater,
4.0,temperature.motor,geometry.nozzle,
4.0,material.fan,geometry.nozzle,
4.0,power.fan,geometry.nozzle,
4.0,temperature.nozzle,geometry.nozzle,
4.0,rot.speed.fan,material.nozzle,
5.0,power.motor,power.motor,
6.0,material.motor,geometry.motor,
6.0,temperature.nozzle,rot.speed.fan,
6.0,power.heater,power.fan,
6.0,power.fan,temperature.heater,
6.0,temperature.nozzle,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
