Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.heater,material.heater,
1.0,temperature.motor,temperature.motor,
1.0,material.body,material.body,
2.0,power.motor,power.motor,
2.0,temperature.heater,material.body,
3.0,temperature.heater,temperature.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,material.heater,material.heater,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
3.0,material.nozzle,material.body,
4.0,geometry.motor,geometry.motor,
4.0,power.heater,material.nozzle,
4.0,geometry.body,geometry.body,
4.0,geometry.body,material.body,
5.0,geometry.motor,temperature.motor,
5.0,material.motor,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,geometry.fan,geometry.fan,
5.0,material.fan,material.fan,
5.0,geometry.body,temperature.heater,
5.0,power.fan,geometry.nozzle,
5.0,rot.speed.fan,material.nozzle,
5.0,material.heater,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
