Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,power.motor,power.motor,
1.0,temperature.motor,temperature.motor,
1.0,material.body,material.body,
2.0,geometry.fan,geometry.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,power.fan,power.fan,
2.0,material.heater,material.heater,
2.0,power.fan,material.body,
3.0,power.heater,geometry.motor,
3.0,temperature.heater,temperature.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
3.0,material.nozzle,material.body,
3.0,temperature.nozzle,material.body,
4.0,power.motor,geometry.motor,
4.0,temperature.motor,geometry.motor,
4.0,power.fan,geometry.motor,
4.0,power.heater,geometry.fan,
4.0,material.nozzle,rot.speed.fan,
4.0,temperature.nozzle,rot.speed.fan,
4.0,material.heater,material.heater,
4.0,material.fan,material.body,
4.0,geometry.body,material.body,
5.0,material.motor,geometry.motor,
5.0,material.heater,geometry.motor,
5.0,power.heater,geometry.heater,
5.0,geometry.body,temperature.heater,
5.0,material.fan,geometry.nozzle,
5.0,power.fan,geometry.nozzle,
5.0,power.heater,material.nozzle,
5.0,temperature.motor,material.body,
5.0,material.heater,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
