Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,power.motor,power.motor,
1.0,power.fan,power.fan,
2.0,geometry.fan,geometry.motor,
3.0,temperature.motor,geometry.motor,
3.0,power.heater,geometry.motor,
3.0,geometry.nozzle,power.fan,
3.0,material.body,power.fan,
3.0,material.heater,material.heater,
4.0,power.fan,geometry.motor,
4.0,temperature.heater,temperature.motor,
4.0,power.heater,geometry.fan,
5.0,material.motor,geometry.motor,
5.0,geometry.heater,power.motor,
5.0,geometry.nozzle,temperature.motor,
5.0,geometry.heater,geometry.fan,
5.0,material.nozzle,power.heater,
5.0,geometry.nozzle,material.body,
5.0,temperature.nozzle,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
