Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.fan,power.fan,
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.fan,material.fan,
1.0,temperature.heater,temperature.heater,
1.0,material.body,material.body,
2.0,power.heater,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.body,power.fan,
2.0,temperature.motor,temperature.heater,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,geometry.motor,power.fan,
3.0,material.nozzle,power.heater,
3.0,temperature.nozzle,temperature.heater,
3.0,geometry.body,temperature.heater,
3.0,material.nozzle,material.body,
4.0,geometry.nozzle,temperature.motor,
4.0,geometry.heater,material.fan,
4.0,geometry.heater,power.fan,
4.0,temperature.heater,power.fan,
4.0,geometry.heater,material.body,
4.0,temperature.nozzle,material.body,
5.0,geometry.motor,temperature.motor,
5.0,material.body,material.fan,
5.0,geometry.motor,power.heater,
5.0,geometry.heater,power.heater,
6.0,material.motor,temperature.motor,
6.0,rot.speed.fan,temperature.motor,
6.0,geometry.heater,temperature.motor,
6.0,geometry.fan,material.fan,
6.0,material.nozzle,material.fan,
6.0,material.heater,material.heater,
6.0,temperature.nozzle,geometry.nozzle,
6.0,material.body,geometry.nozzle,
7.0,geometry.fan,geometry.motor,
7.0,geometry.heater,material.motor,
7.0,material.motor,power.heater,
8.0,geometry.nozzle,material.fan,
8.0,geometry.fan,power.fan,
8.0,geometry.fan,power.heater,
8.0,geometry.body,material.nozzle,
9.0,temperature.nozzle,material.heater,
9.0,temperature.motor,material.body,
10.0,material.motor,geometry.motor,
10.0,material.body,material.heater,
11.0,geometry.heater,geometry.fan,
11.0,material.motor,rot.speed.fan,
11.0,geometry.motor,material.heater,
11.0,material.heater,material.heater,
11.0,material.body,temperature.heater,
11.0,temperature.nozzle,material.nozzle,
11.0,material.body,geometry.body,
12.0,power.motor,power.motor,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
