Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,material.fan,material.fan,
0.0,power.fan,power.fan,
0.0,temperature.heater,temperature.heater,
1.0,geometry.fan,geometry.fan,
1.0,temperature.motor,temperature.heater,
1.0,geometry.body,geometry.body,
2.0,power.motor,power.motor,
2.0,geometry.motor,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,power.heater,power.heater,
2.0,temperature.nozzle,temperature.heater,
2.0,material.body,material.body,
3.0,geometry.motor,geometry.fan,
3.0,geometry.heater,material.fan,
3.0,temperature.heater,power.fan,
3.0,material.body,power.fan,
3.0,material.nozzle,power.heater,
4.0,geometry.nozzle,temperature.motor,
4.0,material.body,temperature.motor,
4.0,geometry.nozzle,material.fan,
4.0,geometry.fan,power.fan,
4.0,power.heater,power.fan,
4.0,material.body,temperature.heater,
4.0,geometry.nozzle,temperature.nozzle,
4.0,material.nozzle,geometry.body,
5.0,geometry.motor,temperature.motor,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,geometry.fan,material.fan,
5.0,material.body,material.nozzle,
5.0,rot.speed.fan,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
