Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.fan,power.fan,
0.0,material.heater,material.heater,
0.0,power.heater,power.heater,
1.0,geometry.fan,geometry.fan,
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.body,power.fan,
2.0,material.motor,material.motor,
2.0,geometry.nozzle,power.fan,
2.0,geometry.fan,power.heater,
2.0,geometry.heater,power.heater,
2.0,material.nozzle,material.body,
3.0,material.nozzle,rot.speed.fan,
3.0,geometry.motor,power.fan,
3.0,power.heater,power.fan,
3.0,temperature.heater,power.fan,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
3.0,temperature.nozzle,material.body,
4.0,material.heater,material.heater,
4.0,material.nozzle,power.heater,
4.0,temperature.heater,temperature.nozzle,
4.0,temperature.heater,material.body,
5.0,geometry.fan,geometry.motor,
5.0,geometry.heater,material.motor,
5.0,temperature.motor,rot.speed.fan,
5.0,geometry.heater,power.fan,
5.0,temperature.motor,geometry.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
5.0,temperature.motor,material.body,
5.0,material.heater,material.body,
6.0,temperature.motor,material.motor,
6.0,power.motor,power.motor,
6.0,temperature.nozzle,rot.speed.fan,
6.0,geometry.body,material.nozzle,
6.0,material.motor,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
