Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,geometry.nozzle,geometry.nozzle,
1.0,material.fan,material.fan,
2.0,geometry.motor,geometry.motor,
2.0,temperature.motor,geometry.nozzle,
2.0,power.fan,geometry.nozzle,
2.0,temperature.nozzle,geometry.nozzle,
3.0,power.motor,power.motor,
3.0,temperature.heater,temperature.motor,
3.0,material.body,power.fan,
3.0,material.fan,geometry.nozzle,
3.0,material.body,geometry.nozzle,
4.0,power.fan,geometry.fan,
4.0,material.heater,material.heater,
4.0,temperature.nozzle,temperature.heater,
4.0,material.body,temperature.heater,
5.0,temperature.motor,geometry.motor,
5.0,material.fan,geometry.fan,
5.0,geometry.heater,geometry.fan,
5.0,geometry.body,geometry.nozzle,
5.0,material.nozzle,material.body,
6.0,power.heater,power.fan,
6.0,material.motor,geometry.heater,
6.0,geometry.body,temperature.heater,
6.0,power.heater,material.nozzle,
6.0,rot.speed.fan,temperature.nozzle,
6.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
