Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.motor,temperature.motor,
0.0,geometry.nozzle,geometry.nozzle,
1.0,rot.speed.fan,rot.speed.fan,
1.0,power.fan,power.fan,
2.0,geometry.nozzle,temperature.motor,
2.0,geometry.fan,geometry.fan,
2.0,material.body,power.fan,
3.0,temperature.motor,geometry.motor,
3.0,geometry.fan,geometry.motor,
3.0,power.fan,geometry.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,material.fan,material.fan,
3.0,power.heater,power.heater,
3.0,temperature.heater,material.body,
4.0,material.motor,material.motor,
4.0,power.fan,geometry.nozzle,
4.0,material.body,geometry.nozzle,
5.0,material.motor,geometry.motor,
5.0,temperature.heater,temperature.motor,
5.0,power.heater,geometry.fan,
5.0,temperature.motor,rot.speed.fan,
5.0,geometry.nozzle,material.fan,
5.0,material.body,material.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
6.0,material.heater,geometry.motor,
6.0,power.motor,power.motor,
6.0,geometry.heater,geometry.fan,
6.0,geometry.heater,material.fan,
6.0,power.heater,power.fan,
6.0,power.heater,material.nozzle,
6.0,material.heater,temperature.nozzle,
6.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
