Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.motor,material.motor,
0.0,geometry.fan,geometry.fan,
0.0,temperature.heater,temperature.heater,
1.0,geometry.motor,geometry.motor,
1.0,geometry.heater,material.motor,
1.0,power.fan,power.fan,
1.0,power.heater,power.heater,
1.0,material.body,temperature.heater,
2.0,material.nozzle,power.heater,
2.0,geometry.body,temperature.heater,
2.0,geometry.nozzle,geometry.nozzle,
2.0,power.fan,material.body,
3.0,geometry.fan,geometry.motor,
3.0,material.body,geometry.heater,
3.0,material.heater,material.heater,
3.0,power.fan,power.heater,
3.0,geometry.heater,power.heater,
3.0,temperature.motor,temperature.heater,
3.0,power.fan,temperature.heater,
4.0,power.fan,geometry.motor,
4.0,temperature.motor,material.motor,
4.0,material.body,geometry.nozzle,
4.0,rot.speed.fan,material.nozzle,
5.0,geometry.motor,material.motor,
5.0,material.body,material.motor,
5.0,temperature.motor,geometry.nozzle,
5.0,power.fan,geometry.nozzle,
5.0,material.fan,material.nozzle,
6.0,rot.speed.fan,material.motor,
6.0,geometry.fan,geometry.heater,
6.0,material.heater,material.heater,
6.0,geometry.fan,power.heater,
6.0,material.body,material.nozzle,
6.0,material.body,geometry.body,
7.0,temperature.motor,geometry.heater,
7.0,temperature.nozzle,temperature.heater,
7.0,temperature.nozzle,material.nozzle,
7.0,geometry.body,material.nozzle,
8.0,temperature.nozzle,rot.speed.fan,
8.0,power.fan,geometry.heater,
8.0,geometry.fan,geometry.nozzle,
9.0,temperature.motor,geometry.motor,
9.0,material.heater,geometry.motor,
9.0,geometry.body,geometry.nozzle,
9.0,temperature.motor,material.body,
10.0,power.heater,geometry.motor,
10.0,geometry.nozzle,temperature.heater,
10.0,geometry.nozzle,temperature.nozzle,
10.0,material.body,temperature.nozzle,
11.0,power.motor,geometry.motor,
11.0,material.body,rot.speed.fan,
11.0,geometry.fan,material.fan,
11.0,geometry.heater,material.fan,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
