Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,geometry.nozzle,geometry.nozzle,
1.0,geometry.motor,geometry.motor,
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.body,material.body,
2.0,power.heater,power.heater,
2.0,temperature.heater,temperature.heater,
2.0,temperature.motor,geometry.nozzle,
2.0,power.fan,material.body,
2.0,temperature.heater,material.body,
3.0,temperature.heater,temperature.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,material.fan,material.fan,
3.0,material.nozzle,power.heater,
3.0,material.fan,geometry.nozzle,
3.0,power.fan,geometry.nozzle,
3.0,geometry.body,geometry.body,
3.0,geometry.heater,material.body,
3.0,temperature.nozzle,material.body,
4.0,temperature.motor,geometry.motor,
4.0,material.motor,power.heater,
4.0,geometry.heater,power.heater,
4.0,material.body,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
