Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.heater,material.heater,
1.0,geometry.fan,geometry.fan,
1.0,power.heater,power.heater,
1.0,material.body,material.body,
2.0,power.fan,power.fan,
2.0,material.nozzle,power.heater,
2.0,power.fan,material.body,
2.0,temperature.heater,material.body,
2.0,material.nozzle,material.body,
3.0,geometry.motor,geometry.fan,
3.0,material.heater,material.heater,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
3.0,temperature.nozzle,material.body,
4.0,temperature.motor,temperature.motor,
4.0,power.heater,geometry.fan,
4.0,rot.speed.fan,rot.speed.fan,
4.0,geometry.nozzle,power.fan,
4.0,material.motor,geometry.heater,
4.0,temperature.motor,temperature.heater,
4.0,rot.speed.fan,material.nozzle,
4.0,geometry.body,material.body,
5.0,temperature.heater,power.fan,
5.0,rot.speed.fan,temperature.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
5.0,temperature.motor,material.body,
5.0,material.heater,material.body,
6.0,temperature.motor,geometry.motor,
6.0,material.fan,geometry.fan,
6.0,geometry.fan,geometry.heater,
6.0,material.fan,geometry.heater,
6.0,power.heater,geometry.heater,
6.0,material.heater,temperature.nozzle,
6.0,temperature.heater,temperature.nozzle,
6.0,temperature.heater,geometry.body,
6.0,material.motor,material.body,
7.0,power.fan,geometry.motor,
7.0,power.motor,geometry.heater,
7.0,temperature.motor,geometry.heater,
7.0,temperature.nozzle,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
