Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,material.fan,material.fan,
0.0,material.heater,material.heater,
0.0,material.body,material.body,
1.0,temperature.heater,temperature.motor,
1.0,power.heater,power.heater,
1.0,power.fan,material.body,
1.0,material.nozzle,material.body,
2.0,geometry.motor,geometry.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,material.nozzle,power.heater,
2.0,temperature.nozzle,temperature.heater,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
3.0,geometry.motor,temperature.motor,
3.0,material.body,temperature.motor,
3.0,rot.speed.fan,rot.speed.fan,
3.0,material.heater,material.heater,
3.0,power.fan,power.heater,
3.0,geometry.heater,power.heater,
3.0,geometry.body,temperature.heater,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,power.fan,temperature.heater,
4.0,power.fan,geometry.nozzle,
4.0,temperature.nozzle,geometry.nozzle,
4.0,rot.speed.fan,material.nozzle,
4.0,temperature.heater,material.body,
5.0,power.motor,power.motor,
5.0,geometry.motor,material.fan,
5.0,geometry.fan,material.fan,
5.0,material.nozzle,material.fan,
5.0,geometry.fan,power.heater,
5.0,material.nozzle,geometry.body,
5.0,temperature.nozzle,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
