Tick,Attribute.Component,Origin,Failed Behaviour
0.0,rot.speed.fan,rot.speed.fan,
0.0,power.fan,power.fan,
0.0,material.heater,material.heater,
0.0,material.body,material.body,
1.0,geometry.motor,geometry.motor,
1.0,power.heater,power.heater,
2.0,temperature.motor,temperature.motor,
2.0,material.nozzle,rot.speed.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.body,power.fan,
2.0,material.heater,material.heater,
2.0,material.nozzle,power.heater,
3.0,temperature.nozzle,rot.speed.fan,
3.0,temperature.heater,power.fan,
3.0,power.fan,power.heater,
3.0,geometry.heater,power.heater,
3.0,material.body,material.nozzle,
4.0,power.motor,power.motor,
4.0,geometry.nozzle,temperature.motor,
4.0,geometry.fan,geometry.fan,
4.0,geometry.fan,power.heater,
4.0,temperature.motor,temperature.heater,
5.0,material.motor,rot.speed.fan,
5.0,material.body,geometry.heater,
5.0,temperature.nozzle,material.heater,
5.0,geometry.body,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
