Tick,Attribute.Component,Origin,Failed Behaviour
1.0,power.motor,power.motor,
1.0,rot.speed.fan,rot.speed.fan,
1.0,geometry.body,geometry.body,
2.0,geometry.fan,geometry.fan,
2.0,temperature.heater,temperature.heater,
2.0,geometry.nozzle,geometry.nozzle,
2.0,material.body,material.body,
3.0,temperature.nozzle,rot.speed.fan,
3.0,temperature.heater,geometry.body,
3.0,material.nozzle,material.body,
4.0,material.fan,material.fan,
4.0,temperature.motor,temperature.heater,
4.0,temperature.motor,geometry.nozzle,
4.0,power.fan,geometry.nozzle,
4.0,material.body,geometry.nozzle,
4.0,material.body,geometry.body,
5.0,geometry.motor,geometry.motor,
5.0,geometry.heater,geometry.fan,
5.0,material.heater,material.heater,
5.0,power.heater,power.heater,
5.0,temperature.nozzle,geometry.nozzle,
5.0,rot.speed.fan,material.nozzle,
5.0,power.fan,material.body,
6.0,geometry.motor,geometry.fan,
6.0,material.nozzle,power.heater,
6.0,power.fan,temperature.heater,
6.0,temperature.nozzle,material.body,
7.0,material.body,temperature.motor,
7.0,material.fan,geometry.fan,
7.0,geometry.fan,power.heater,
7.0,power.fan,power.heater,
7.0,geometry.nozzle,temperature.heater,
7.0,geometry.nozzle,geometry.body,
7.0,material.nozzle,geometry.body,
8.0,geometry.heater,power.motor,
8.0,geometry.motor,temperature.motor,
8.0,material.motor,temperature.motor,
8.0,geometry.heater,temperature.motor,
8.0,temperature.nozzle,material.heater,
8.0,geometry.heater,power.heater,
8.0,temperature.nozzle,temperature.heater,
8.0,geometry.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
