Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,rot.speed.fan,rot.speed.fan,
0.0,power.heater,power.heater,
0.0,temperature.heater,temperature.heater,
1.0,temperature.heater,temperature.motor,
1.0,material.nozzle,power.heater,
2.0,power.fan,geometry.motor,
2.0,power.motor,power.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,geometry.heater,power.heater,
2.0,material.body,material.nozzle,
3.0,geometry.fan,geometry.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,material.body,power.fan,
3.0,geometry.fan,power.heater,
3.0,geometry.body,temperature.heater,
4.0,temperature.motor,geometry.motor,
4.0,power.heater,geometry.motor,
4.0,temperature.motor,rot.speed.fan,
4.0,temperature.nozzle,rot.speed.fan,
4.0,material.fan,material.fan,
4.0,power.heater,power.fan,
4.0,geometry.nozzle,power.fan,
4.0,material.body,geometry.heater,
5.0,material.motor,geometry.motor,
5.0,material.heater,geometry.motor,
5.0,power.fan,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
