Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.motor,temperature.motor,
0.0,rot.speed.fan,rot.speed.fan,
1.0,material.body,material.body,
2.0,geometry.nozzle,temperature.motor,
2.0,material.nozzle,rot.speed.fan,
2.0,temperature.nozzle,rot.speed.fan,
2.0,material.fan,material.fan,
2.0,material.heater,material.heater,
2.0,power.fan,material.body,
2.0,material.nozzle,material.body,
3.0,temperature.heater,temperature.motor,
3.0,material.body,temperature.motor,
3.0,power.heater,power.heater,
3.0,power.heater,material.nozzle,
4.0,power.fan,geometry.motor,
4.0,material.motor,material.motor,
4.0,geometry.motor,temperature.motor,
4.0,material.motor,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,geometry.fan,geometry.fan,
4.0,temperature.nozzle,temperature.heater,
4.0,material.body,geometry.nozzle,
5.0,power.motor,power.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,power.heater,
5.0,power.fan,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
