Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.fan,material.fan,
0.0,material.heater,material.heater,
0.0,power.heater,power.heater,
1.0,geometry.fan,geometry.fan,
1.0,material.nozzle,power.heater,
1.0,material.body,material.body,
2.0,material.motor,material.motor,
2.0,power.fan,power.fan,
2.0,power.fan,power.heater,
2.0,geometry.heater,power.heater,
2.0,geometry.nozzle,geometry.nozzle,
2.0,material.body,material.nozzle,
3.0,geometry.heater,material.motor,
3.0,geometry.heater,material.fan,
3.0,material.body,power.fan,
3.0,rot.speed.fan,material.nozzle,
4.0,power.heater,material.motor,
4.0,geometry.nozzle,power.fan,
4.0,temperature.nozzle,material.heater,
4.0,material.body,material.heater,
5.0,geometry.motor,geometry.fan,
5.0,temperature.nozzle,rot.speed.fan,
5.0,geometry.motor,material.fan,
5.0,geometry.fan,material.fan,
5.0,geometry.motor,power.fan,
5.0,temperature.heater,power.fan,
5.0,material.body,geometry.heater,
5.0,temperature.nozzle,material.nozzle,
5.0,geometry.body,material.nozzle,
6.0,temperature.motor,material.motor,
6.0,power.motor,power.motor,
6.0,geometry.heater,power.fan,
6.0,temperature.motor,geometry.nozzle,
6.0,temperature.nozzle,geometry.nozzle,
6.0,material.body,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
