Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,power.heater,power.heater,
0.0,geometry.body,geometry.body,
1.0,geometry.motor,geometry.motor,
1.0,temperature.motor,temperature.motor,
1.0,power.fan,power.fan,
1.0,material.heater,material.heater,
2.0,temperature.heater,temperature.motor,
2.0,material.body,power.fan,
2.0,power.fan,power.heater,
2.0,geometry.heater,power.heater,
3.0,geometry.nozzle,temperature.motor,
3.0,material.fan,material.fan,
3.0,temperature.nozzle,temperature.heater,
3.0,material.body,temperature.heater,
3.0,temperature.heater,geometry.body,
4.0,temperature.motor,geometry.motor,
4.0,power.fan,geometry.motor,
4.0,rot.speed.fan,rot.speed.fan,
4.0,material.motor,geometry.heater,
4.0,temperature.nozzle,material.heater,
4.0,material.motor,power.heater,
4.0,material.nozzle,power.heater,
4.0,material.nozzle,geometry.body,
4.0,material.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
