Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
2.0,geometry.motor,geometry.motor,
2.0,power.heater,power.heater,
3.0,material.fan,material.fan,
3.0,temperature.heater,temperature.heater,
3.0,geometry.body,geometry.body,
3.0,material.body,material.body,
4.0,power.fan,geometry.motor,
4.0,geometry.heater,power.motor,
4.0,power.fan,power.heater,
4.0,material.nozzle,power.heater,
4.0,temperature.motor,temperature.heater,
4.0,power.fan,material.body,
4.0,material.nozzle,material.body,
5.0,temperature.motor,geometry.motor,
5.0,geometry.fan,geometry.motor,
5.0,material.motor,geometry.heater,
5.0,geometry.motor,power.heater,
5.0,geometry.heater,power.heater,
5.0,geometry.nozzle,geometry.nozzle,
5.0,temperature.heater,geometry.body,
5.0,geometry.heater,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
