Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,power.heater,power.heater,
0.0,geometry.nozzle,geometry.nozzle,
1.0,temperature.heater,temperature.motor,
1.0,geometry.fan,geometry.fan,
1.0,geometry.body,geometry.body,
1.0,material.body,material.body,
2.0,material.motor,material.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,material.fan,material.fan,
2.0,material.heater,material.heater,
2.0,geometry.heater,power.heater,
2.0,material.nozzle,material.body,
3.0,geometry.motor,temperature.motor,
3.0,power.fan,power.heater,
3.0,material.nozzle,power.heater,
3.0,temperature.nozzle,temperature.heater,
3.0,geometry.body,temperature.heater,
3.0,geometry.heater,material.body,
3.0,temperature.nozzle,material.body,
4.0,geometry.heater,material.motor,
4.0,power.motor,power.motor,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,material.body,temperature.heater,
4.0,power.fan,geometry.nozzle,
4.0,temperature.nozzle,geometry.nozzle,
4.0,material.body,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
