Tick,Attribute.Component,Origin,Failed Behaviour
0.0,rot.speed.fan,rot.speed.fan,
0.0,material.fan,material.fan,
0.0,power.heater,power.heater,
1.0,material.nozzle,power.heater,
1.0,temperature.heater,temperature.heater,
2.0,power.motor,power.motor,
2.0,geometry.heater,power.heater,
2.0,temperature.nozzle,temperature.heater,
2.0,geometry.nozzle,geometry.nozzle,
3.0,temperature.motor,temperature.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,geometry.heater,material.fan,
3.0,geometry.body,temperature.heater,
4.0,temperature.heater,temperature.motor,
4.0,geometry.fan,geometry.fan,
4.0,temperature.motor,rot.speed.fan,
4.0,material.motor,geometry.heater,
4.0,geometry.motor,power.heater,
4.0,geometry.fan,power.heater,
4.0,power.fan,power.heater,
4.0,temperature.motor,geometry.nozzle,
4.0,material.body,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
