Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.heater,temperature.heater,
1.0,temperature.motor,temperature.motor,
1.0,geometry.fan,geometry.fan,
1.0,material.body,temperature.heater,
2.0,material.motor,material.motor,
2.0,temperature.heater,temperature.motor,
2.0,geometry.nozzle,geometry.nozzle,
3.0,power.fan,geometry.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.motor,geometry.fan,
3.0,temperature.nozzle,temperature.heater,
3.0,geometry.nozzle,material.body,
3.0,material.nozzle,material.body,
4.0,material.body,temperature.motor,
4.0,geometry.heater,geometry.fan,
4.0,material.heater,material.heater,
4.0,power.heater,power.heater,
4.0,geometry.body,temperature.heater,
4.0,power.heater,material.nozzle,
5.0,geometry.heater,material.motor,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,material.fan,material.fan,
5.0,geometry.nozzle,power.fan,
5.0,rot.speed.fan,material.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
5.0,power.fan,material.body,
6.0,temperature.motor,geometry.motor,
6.0,material.fan,geometry.fan,
6.0,geometry.nozzle,geometry.fan,
6.0,geometry.fan,power.heater,
6.0,power.fan,temperature.heater,
6.0,material.fan,material.nozzle,
6.0,material.body,temperature.nozzle,
6.0,material.nozzle,geometry.body,
7.0,material.heater,geometry.motor,
7.0,power.heater,geometry.motor,
7.0,power.heater,material.motor,
7.0,temperature.nozzle,rot.speed.fan,
7.0,material.body,geometry.heater,
7.0,material.body,geometry.body,
8.0,material.motor,geometry.motor,
8.0,power.heater,power.fan,
8.0,power.heater,geometry.heater,
9.0,power.motor,power.motor,
9.0,power.motor,geometry.heater,
9.0,material.fan,geometry.heater,
9.0,geometry.nozzle,geometry.body,
9.0,geometry.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
