Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,temperature.heater,temperature.heater,
0.0,material.body,material.body,
1.0,power.motor,power.motor,
1.0,rot.speed.fan,rot.speed.fan,
1.0,power.fan,power.fan,
1.0,temperature.motor,temperature.heater,
1.0,material.body,temperature.heater,
2.0,power.heater,geometry.fan,
2.0,material.fan,material.fan,
2.0,geometry.body,temperature.heater,
2.0,power.fan,material.body,
3.0,geometry.nozzle,temperature.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,material.nozzle,power.heater,
3.0,material.nozzle,material.body,
3.0,temperature.nozzle,material.body,
4.0,geometry.motor,temperature.motor,
4.0,geometry.heater,geometry.fan,
4.0,geometry.nozzle,power.fan,
4.0,material.heater,material.heater,
4.0,power.fan,power.heater,
4.0,power.fan,temperature.heater,
4.0,material.nozzle,geometry.body,
4.0,material.fan,material.body,
5.0,geometry.heater,power.motor,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,material.fan,geometry.fan,
5.0,geometry.motor,power.heater,
5.0,geometry.heater,power.heater,
5.0,geometry.nozzle,temperature.heater,
5.0,rot.speed.fan,temperature.nozzle,
5.0,geometry.heater,material.body,
5.0,material.heater,material.body,
5.0,geometry.nozzle,material.body,
5.0,geometry.body,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
