Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.motor,material.motor,
0.0,temperature.motor,temperature.motor,
0.0,rot.speed.fan,rot.speed.fan,
1.0,material.fan,material.fan,
1.0,power.heater,power.heater,
1.0,temperature.heater,temperature.heater,
1.0,material.body,material.body,
2.0,power.motor,power.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,material.nozzle,rot.speed.fan,
2.0,power.fan,power.fan,
2.0,temperature.motor,temperature.heater,
2.0,material.body,temperature.heater,
3.0,material.body,power.fan,
3.0,material.nozzle,power.heater,
4.0,temperature.motor,material.motor,
4.0,geometry.heater,material.fan,
4.0,geometry.motor,power.fan,
4.0,power.heater,power.fan,
4.0,geometry.nozzle,power.fan,
4.0,power.fan,temperature.heater,
4.0,temperature.nozzle,temperature.heater,
4.0,material.body,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
