Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,material.heater,material.heater,
1.0,temperature.heater,temperature.motor,
1.0,rot.speed.fan,rot.speed.fan,
1.0,power.heater,power.heater,
2.0,geometry.nozzle,temperature.motor,
2.0,geometry.motor,geometry.fan,
3.0,geometry.motor,temperature.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,material.motor,power.heater,
3.0,material.nozzle,power.heater,
3.0,temperature.nozzle,temperature.heater,
3.0,geometry.body,temperature.heater,
3.0,material.body,material.body,
4.0,material.motor,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,geometry.motor,material.heater,
4.0,material.body,material.heater,
4.0,geometry.motor,power.heater,
4.0,power.fan,geometry.nozzle,
4.0,temperature.nozzle,geometry.nozzle,
5.0,material.fan,geometry.fan,
5.0,temperature.motor,rot.speed.fan,
5.0,temperature.nozzle,rot.speed.fan,
5.0,material.body,power.fan,
5.0,material.heater,material.heater,
5.0,geometry.heater,power.heater,
5.0,power.fan,temperature.heater,
5.0,geometry.nozzle,temperature.heater,
5.0,material.body,temperature.heater,
6.0,power.fan,geometry.motor,
6.0,power.motor,power.motor,
6.0,geometry.fan,power.heater,
6.0,material.nozzle,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
