Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,power.fan,power.fan,
0.0,power.heater,power.heater,
1.0,temperature.heater,temperature.motor,
1.0,material.fan,material.fan,
1.0,material.body,power.fan,
2.0,geometry.motor,geometry.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,power.heater,geometry.fan,
2.0,rot.speed.fan,rot.speed.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.nozzle,material.body,
3.0,power.motor,power.motor,
3.0,geometry.heater,geometry.fan,
3.0,power.heater,power.fan,
3.0,temperature.heater,power.fan,
3.0,power.heater,material.nozzle,
3.0,geometry.heater,material.body,
3.0,temperature.nozzle,material.body,
4.0,geometry.motor,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,power.fan,geometry.fan,
4.0,material.nozzle,rot.speed.fan,
4.0,temperature.nozzle,rot.speed.fan,
4.0,geometry.heater,material.fan,
4.0,material.body,geometry.nozzle,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,material.fan,geometry.fan,
5.0,material.heater,material.heater,
5.0,geometry.heater,power.heater,
5.0,geometry.body,temperature.heater,
5.0,temperature.nozzle,geometry.nozzle,
5.0,temperature.heater,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
