Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,material.fan,material.fan,
1.0,power.motor,power.motor,
1.0,temperature.heater,temperature.motor,
1.0,material.heater,material.heater,
1.0,power.heater,power.heater,
1.0,geometry.nozzle,geometry.nozzle,
2.0,geometry.motor,geometry.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,geometry.nozzle,material.fan,
2.0,geometry.body,geometry.body,
3.0,geometry.motor,temperature.motor,
3.0,geometry.fan,power.heater,
3.0,power.fan,power.heater,
3.0,geometry.heater,power.heater,
3.0,temperature.nozzle,temperature.heater,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,material.body,temperature.motor,
4.0,geometry.heater,material.fan,
4.0,temperature.nozzle,material.heater,
4.0,power.fan,temperature.heater,
4.0,power.fan,geometry.nozzle,
4.0,material.body,geometry.nozzle,
4.0,temperature.heater,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
