Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,rot.speed.fan,rot.speed.fan,
0.0,material.heater,material.heater,
1.0,geometry.motor,geometry.motor,
1.0,power.heater,power.heater,
2.0,geometry.motor,geometry.fan,
2.0,temperature.nozzle,rot.speed.fan,
2.0,material.nozzle,power.heater,
3.0,geometry.heater,geometry.fan,
3.0,power.heater,geometry.fan,
3.0,material.body,material.nozzle,
4.0,temperature.motor,rot.speed.fan,
4.0,material.nozzle,rot.speed.fan,
4.0,geometry.motor,material.heater,
4.0,material.body,material.heater,
5.0,temperature.heater,temperature.motor,
5.0,material.fan,geometry.fan,
5.0,material.motor,rot.speed.fan,
5.0,power.fan,power.fan,
5.0,power.heater,geometry.heater,
5.0,material.body,geometry.heater,
5.0,geometry.nozzle,geometry.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
5.0,material.body,temperature.nozzle,
6.0,geometry.heater,material.motor,
6.0,geometry.nozzle,temperature.motor,
6.0,material.body,power.fan,
6.0,material.heater,material.heater,
6.0,material.body,temperature.heater,
6.0,geometry.body,material.nozzle,
7.0,material.body,temperature.motor,
7.0,geometry.nozzle,power.fan,
7.0,geometry.body,temperature.heater,
7.0,material.heater,temperature.nozzle,
8.0,material.motor,temperature.motor,
8.0,geometry.heater,temperature.motor,
8.0,geometry.nozzle,geometry.fan,
8.0,material.body,rot.speed.fan,
8.0,geometry.heater,material.fan,
8.0,temperature.heater,power.fan,
9.0,material.motor,geometry.motor,
9.0,temperature.motor,geometry.motor,
9.0,temperature.nozzle,material.nozzle,
10.0,power.fan,geometry.motor,
10.0,power.fan,geometry.fan,
10.0,geometry.motor,material.fan,
10.0,temperature.nozzle,temperature.heater,
10.0,geometry.nozzle,material.body,
11.0,power.motor,power.motor,
11.0,geometry.motor,power.heater,
11.0,material.motor,power.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
