Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,geometry.nozzle,geometry.nozzle,
0.0,material.body,material.body,
1.0,geometry.fan,geometry.fan,
1.0,rot.speed.fan,rot.speed.fan,
1.0,power.fan,power.fan,
1.0,power.fan,material.body,
1.0,material.nozzle,material.body,
2.0,power.fan,geometry.motor,
2.0,temperature.motor,temperature.motor,
2.0,material.fan,material.fan,
2.0,temperature.motor,geometry.nozzle,
2.0,power.fan,geometry.nozzle,
2.0,temperature.nozzle,geometry.nozzle,
2.0,material.body,geometry.nozzle,
3.0,temperature.motor,geometry.motor,
3.0,power.motor,power.motor,
3.0,geometry.motor,geometry.fan,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.heater,material.body,
4.0,geometry.heater,geometry.fan,
4.0,temperature.nozzle,rot.speed.fan,
4.0,geometry.nozzle,material.fan,
4.0,power.heater,power.fan,
4.0,power.heater,material.nozzle,
4.0,geometry.heater,material.body,
5.0,material.motor,material.motor,
5.0,power.heater,geometry.fan,
5.0,temperature.motor,temperature.heater,
5.0,geometry.body,temperature.heater,
5.0,temperature.motor,material.body,
5.0,geometry.body,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
