Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.motor,material.motor,
0.0,power.heater,power.heater,
0.0,temperature.heater,temperature.heater,
0.0,geometry.body,geometry.body,
1.0,geometry.motor,geometry.motor,
1.0,geometry.heater,material.motor,
1.0,material.nozzle,power.heater,
1.0,temperature.motor,temperature.heater,
1.0,material.body,material.body,
2.0,power.heater,material.motor,
2.0,geometry.fan,geometry.fan,
2.0,material.heater,material.heater,
2.0,temperature.nozzle,temperature.heater,
2.0,geometry.body,temperature.heater,
2.0,material.body,material.nozzle,
3.0,geometry.nozzle,temperature.motor,
3.0,material.body,geometry.heater,
3.0,rot.speed.fan,material.nozzle,
4.0,temperature.motor,material.motor,
4.0,geometry.motor,geometry.fan,
4.0,material.heater,material.heater,
4.0,power.fan,power.heater,
4.0,geometry.heater,power.heater,
4.0,power.fan,temperature.heater,
4.0,geometry.nozzle,temperature.heater,
5.0,geometry.motor,material.motor,
5.0,material.body,material.motor,
5.0,geometry.heater,geometry.fan,
5.0,temperature.nozzle,rot.speed.fan,
5.0,geometry.motor,power.heater,
5.0,temperature.nozzle,material.nozzle,
5.0,material.body,geometry.body,
6.0,geometry.motor,power.fan,
6.0,power.fan,geometry.nozzle,
6.0,temperature.nozzle,geometry.nozzle,
6.0,material.body,geometry.nozzle,
7.0,power.fan,geometry.fan,
7.0,temperature.motor,rot.speed.fan,
7.0,material.fan,material.fan,
7.0,geometry.fan,power.heater,
7.0,geometry.body,material.nozzle,
8.0,power.motor,power.motor,
8.0,material.motor,rot.speed.fan,
8.0,geometry.motor,material.heater,
8.0,temperature.nozzle,material.heater,
8.0,material.body,material.heater,
8.0,material.body,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
