Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.motor,temperature.motor,
0.0,rot.speed.fan,rot.speed.fan,
0.0,material.fan,material.fan,
0.0,power.fan,power.fan,
0.0,geometry.nozzle,geometry.nozzle,
0.0,material.body,material.body,
1.0,geometry.fan,geometry.fan,
1.0,material.heater,material.heater,
1.0,material.nozzle,material.body,
2.0,material.nozzle,rot.speed.fan,
2.0,temperature.nozzle,rot.speed.fan,
2.0,geometry.nozzle,material.fan,
2.0,geometry.motor,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.body,power.fan,
3.0,material.motor,material.motor,
3.0,geometry.motor,temperature.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.heater,material.fan,
3.0,power.heater,power.fan,
4.0,geometry.heater,material.motor,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,material.body,temperature.motor,
4.0,geometry.motor,geometry.fan,
4.0,geometry.heater,geometry.fan,
4.0,power.heater,geometry.fan,
4.0,temperature.heater,power.fan,
4.0,material.heater,material.heater,
4.0,power.heater,material.nozzle,
4.0,temperature.heater,temperature.nozzle,
4.0,geometry.nozzle,temperature.nozzle,
5.0,power.motor,power.motor,
5.0,temperature.heater,temperature.motor,
5.0,geometry.fan,material.fan,
5.0,geometry.fan,power.fan,
5.0,geometry.heater,power.fan,
5.0,material.heater,temperature.nozzle,
5.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
