Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,temperature.heater,temperature.heater,
1.0,temperature.motor,temperature.motor,
1.0,temperature.motor,temperature.heater,
2.0,temperature.nozzle,temperature.heater,
3.0,geometry.motor,geometry.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,material.heater,material.heater,
3.0,power.fan,temperature.heater,
4.0,geometry.heater,power.motor,
4.0,material.body,temperature.motor,
4.0,geometry.fan,geometry.fan,
4.0,rot.speed.fan,temperature.nozzle,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,geometry.motor,power.fan,
5.0,geometry.nozzle,power.fan,
5.0,material.body,power.fan,
5.0,material.body,temperature.heater,
5.0,material.nozzle,material.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
5.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
