Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.fan,material.fan,
0.0,material.heater,material.heater,
0.0,power.heater,power.heater,
0.0,temperature.heater,temperature.heater,
1.0,material.motor,material.motor,
1.0,material.nozzle,power.heater,
1.0,temperature.motor,temperature.heater,
1.0,temperature.nozzle,temperature.heater,
2.0,material.heater,material.heater,
2.0,power.fan,power.heater,
2.0,geometry.body,temperature.heater,
2.0,material.body,material.nozzle,
3.0,geometry.heater,material.motor,
3.0,geometry.fan,geometry.fan,
3.0,geometry.heater,material.fan,
3.0,geometry.fan,power.heater,
3.0,power.fan,temperature.heater,
3.0,temperature.heater,material.body,
4.0,power.motor,power.motor,
4.0,geometry.nozzle,temperature.motor,
4.0,rot.speed.fan,material.nozzle,
4.0,geometry.body,material.nozzle,
4.0,power.fan,material.body,
4.0,geometry.nozzle,material.body,
5.0,temperature.motor,material.motor,
5.0,geometry.motor,geometry.fan,
5.0,geometry.motor,material.fan,
5.0,geometry.fan,material.fan,
5.0,power.heater,geometry.heater,
5.0,material.heater,temperature.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
5.0,temperature.motor,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
