Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.motor,material.motor,
0.0,temperature.motor,temperature.motor,
0.0,power.fan,power.fan,
1.0,geometry.motor,geometry.motor,
1.0,material.fan,material.fan,
1.0,material.body,power.fan,
1.0,material.heater,material.heater,
2.0,temperature.heater,temperature.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,geometry.nozzle,power.fan,
2.0,power.heater,power.heater,
3.0,geometry.heater,material.motor,
3.0,geometry.fan,geometry.fan,
3.0,geometry.motor,power.fan,
3.0,power.heater,power.fan,
3.0,temperature.heater,power.fan,
3.0,geometry.heater,material.body,
3.0,temperature.heater,material.body,
3.0,temperature.nozzle,material.body,
4.0,temperature.motor,material.motor,
4.0,geometry.heater,material.fan,
4.0,geometry.nozzle,material.fan,
4.0,material.heater,material.heater,
4.0,material.nozzle,power.heater,
4.0,temperature.heater,temperature.nozzle,
4.0,geometry.nozzle,material.body,
4.0,geometry.body,material.body,
5.0,geometry.fan,geometry.motor,
5.0,geometry.motor,material.motor,
5.0,material.body,material.motor,
5.0,temperature.nozzle,rot.speed.fan,
5.0,material.nozzle,material.fan,
5.0,geometry.heater,power.fan,
5.0,geometry.heater,power.heater,
6.0,rot.speed.fan,material.motor,
6.0,geometry.motor,material.fan,
6.0,geometry.fan,material.fan,
6.0,geometry.body,temperature.heater,
6.0,material.body,material.nozzle,
7.0,geometry.motor,temperature.motor,
7.0,temperature.nozzle,geometry.nozzle,
8.0,geometry.heater,temperature.motor,
8.0,material.nozzle,rot.speed.fan,
8.0,material.body,material.heater,
9.0,temperature.nozzle,material.heater,
10.0,power.heater,material.motor,
10.0,power.motor,power.motor,
10.0,power.fan,geometry.fan,
10.0,geometry.heater,geometry.fan,
10.0,geometry.fan,geometry.nozzle,
10.0,geometry.body,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
