Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,power.motor,power.motor,
0.0,rot.speed.fan,rot.speed.fan,
0.0,material.heater,material.heater,
1.0,temperature.motor,temperature.motor,
1.0,power.heater,power.heater,
1.0,geometry.nozzle,geometry.nozzle,
1.0,material.body,material.body,
2.0,temperature.heater,temperature.motor,
2.0,temperature.nozzle,rot.speed.fan,
2.0,material.nozzle,power.heater,
2.0,material.nozzle,material.body,
3.0,temperature.motor,geometry.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,material.fan,material.fan,
3.0,temperature.nozzle,material.heater,
3.0,temperature.motor,geometry.nozzle,
3.0,power.fan,geometry.nozzle,
3.0,temperature.nozzle,geometry.nozzle,
3.0,material.body,geometry.nozzle,
4.0,power.heater,geometry.motor,
4.0,geometry.heater,power.motor,
4.0,material.body,material.heater,
4.0,material.body,temperature.heater,
5.0,material.motor,geometry.motor,
5.0,geometry.fan,geometry.motor,
5.0,power.fan,geometry.motor,
5.0,geometry.motor,material.heater,
5.0,power.fan,temperature.heater,
5.0,temperature.nozzle,temperature.heater,
5.0,temperature.heater,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
