Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,rot.speed.fan,rot.speed.fan,
0.0,material.fan,material.fan,
0.0,power.fan,power.fan,
1.0,power.motor,power.motor,
1.0,material.body,power.fan,
1.0,material.heater,material.heater,
2.0,geometry.motor,geometry.motor,
2.0,geometry.motor,geometry.fan,
2.0,material.nozzle,rot.speed.fan,
2.0,geometry.motor,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,power.heater,power.heater,
3.0,power.heater,geometry.fan,
3.0,temperature.heater,power.fan,
3.0,material.heater,material.heater,
3.0,geometry.body,geometry.body,
3.0,geometry.nozzle,material.body,
4.0,geometry.heater,power.fan,
4.0,power.heater,power.fan,
4.0,temperature.nozzle,temperature.heater,
4.0,geometry.body,material.nozzle,
4.0,material.body,material.nozzle,
5.0,geometry.heater,power.motor,
5.0,temperature.motor,temperature.motor,
5.0,material.fan,geometry.fan,
5.0,geometry.heater,geometry.fan,
5.0,temperature.nozzle,rot.speed.fan,
5.0,geometry.fan,power.fan,
5.0,geometry.body,temperature.heater,
5.0,temperature.motor,geometry.nozzle,
5.0,temperature.nozzle,geometry.nozzle,
5.0,power.heater,material.nozzle,
6.0,temperature.motor,geometry.motor,
6.0,temperature.nozzle,material.heater,
6.0,temperature.motor,temperature.heater,
6.0,geometry.heater,material.body,
6.0,temperature.nozzle,material.body,
7.0,material.motor,geometry.motor,
7.0,material.body,material.heater,
7.0,geometry.heater,power.heater,
7.0,temperature.nozzle,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
