Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,material.heater,material.heater,
0.0,power.heater,power.heater,
1.0,geometry.motor,geometry.motor,
1.0,power.fan,power.fan,
1.0,material.nozzle,power.heater,
2.0,temperature.heater,temperature.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,power.fan,power.heater,
3.0,geometry.fan,geometry.motor,
3.0,power.motor,power.motor,
3.0,geometry.motor,temperature.motor,
3.0,material.body,power.fan,
3.0,temperature.nozzle,material.heater,
3.0,rot.speed.fan,material.nozzle,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,geometry.nozzle,power.fan,
4.0,material.body,material.heater,
4.0,geometry.heater,power.heater,
4.0,material.fan,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
