Tick,Attribute.Component,Origin,Failed Behaviour
2.0,geometry.fan,geometry.fan,
2.0,rot.speed.fan,rot.speed.fan,
2.0,material.heater,material.heater,
3.0,temperature.motor,temperature.motor,
3.0,power.fan,power.fan,
3.0,temperature.heater,temperature.heater,
4.0,temperature.heater,temperature.motor,
4.0,material.nozzle,rot.speed.fan,
4.0,material.body,power.fan,
4.0,power.heater,power.heater,
5.0,geometry.motor,geometry.motor,
5.0,geometry.nozzle,temperature.motor,
5.0,geometry.motor,geometry.fan,
5.0,power.heater,geometry.fan,
5.0,geometry.nozzle,power.fan,
5.0,material.nozzle,material.body,
6.0,geometry.motor,temperature.motor,
6.0,temperature.nozzle,rot.speed.fan,
6.0,power.heater,power.fan,
6.0,temperature.heater,power.fan,
6.0,geometry.motor,material.heater,
6.0,material.heater,material.heater,
6.0,power.heater,material.nozzle,
6.0,geometry.heater,material.body,
7.0,material.motor,temperature.motor,
7.0,geometry.heater,temperature.motor,
7.0,material.body,temperature.motor,
7.0,material.fan,geometry.fan,
7.0,geometry.heater,geometry.fan,
7.0,temperature.motor,rot.speed.fan,
7.0,material.body,rot.speed.fan,
7.0,geometry.motor,power.fan,
7.0,material.body,temperature.heater,
7.0,temperature.nozzle,geometry.nozzle,
8.0,geometry.heater,power.heater,
8.0,geometry.body,temperature.heater,
9.0,geometry.heater,material.motor,
9.0,material.body,temperature.nozzle,
10.0,power.motor,power.motor,
10.0,power.fan,geometry.fan,
10.0,geometry.heater,material.fan,
10.0,temperature.nozzle,material.heater,
10.0,material.body,material.heater,
10.0,material.body,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
