Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.fan,power.fan,
1.0,geometry.motor,geometry.motor,
1.0,temperature.motor,temperature.motor,
1.0,material.body,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,power.heater,power.heater,
3.0,geometry.fan,geometry.motor,
3.0,power.motor,power.motor,
3.0,temperature.heater,temperature.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.motor,power.fan,
3.0,temperature.heater,power.fan,
3.0,geometry.nozzle,material.body,
4.0,material.motor,material.motor,
4.0,material.body,temperature.motor,
4.0,rot.speed.fan,rot.speed.fan,
4.0,material.fan,material.fan,
4.0,geometry.fan,power.heater,
4.0,power.fan,power.heater,
4.0,material.nozzle,power.heater,
4.0,temperature.nozzle,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
