Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.motor,material.motor,
0.0,temperature.motor,temperature.motor,
0.0,rot.speed.fan,rot.speed.fan,
1.0,geometry.heater,material.motor,
1.0,temperature.heater,temperature.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,material.nozzle,rot.speed.fan,
2.0,temperature.nozzle,temperature.heater,
3.0,power.motor,power.motor,
3.0,material.body,temperature.motor,
3.0,temperature.nozzle,rot.speed.fan,
3.0,power.heater,geometry.heater,
3.0,geometry.body,temperature.heater,
4.0,geometry.motor,geometry.motor,
4.0,temperature.motor,material.motor,
4.0,power.fan,power.fan,
4.0,power.fan,geometry.nozzle,
4.0,temperature.nozzle,geometry.nozzle,
4.0,material.body,geometry.nozzle,
4.0,geometry.body,material.nozzle,
4.0,material.body,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
