Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,power.fan,power.fan,
0.0,geometry.nozzle,geometry.nozzle,
1.0,rot.speed.fan,rot.speed.fan,
1.0,geometry.body,geometry.body,
2.0,power.motor,power.motor,
2.0,geometry.nozzle,power.fan,
2.0,material.body,power.fan,
3.0,geometry.motor,geometry.fan,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.heater,power.fan,
3.0,temperature.heater,geometry.body,
3.0,material.nozzle,geometry.body,
3.0,material.nozzle,material.body,
4.0,temperature.nozzle,rot.speed.fan,
4.0,geometry.fan,power.fan,
4.0,temperature.motor,temperature.heater,
4.0,material.body,temperature.heater,
4.0,temperature.motor,geometry.nozzle,
4.0,temperature.nozzle,geometry.nozzle,
4.0,material.body,geometry.nozzle,
4.0,power.heater,material.nozzle,
5.0,temperature.motor,rot.speed.fan,
5.0,geometry.heater,power.fan,
5.0,power.heater,power.fan,
5.0,temperature.heater,temperature.nozzle,
6.0,power.fan,geometry.motor,
6.0,geometry.heater,power.motor,
6.0,material.motor,rot.speed.fan,
6.0,material.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
