Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,rot.speed.fan,rot.speed.fan,
0.0,power.fan,power.fan,
0.0,power.heater,power.heater,
1.0,material.body,power.fan,
1.0,material.nozzle,power.heater,
2.0,geometry.motor,geometry.motor,
2.0,temperature.motor,temperature.motor,
2.0,power.heater,geometry.fan,
2.0,material.nozzle,rot.speed.fan,
2.0,geometry.motor,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.nozzle,material.body,
3.0,temperature.heater,temperature.motor,
3.0,geometry.motor,geometry.fan,
3.0,geometry.heater,geometry.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,temperature.heater,power.fan,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
3.0,temperature.nozzle,material.body,
4.0,geometry.nozzle,temperature.motor,
4.0,temperature.motor,rot.speed.fan,
4.0,geometry.heater,power.heater,
4.0,temperature.motor,material.body,
4.0,temperature.heater,material.body,
4.0,geometry.body,material.body,
5.0,material.fan,geometry.fan,
5.0,power.fan,geometry.fan,
5.0,material.body,rot.speed.fan,
5.0,geometry.body,material.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
6.0,geometry.motor,power.heater,
6.0,temperature.nozzle,temperature.heater,
6.0,geometry.body,temperature.heater,
6.0,temperature.nozzle,material.nozzle,
7.0,geometry.motor,temperature.motor,
7.0,geometry.nozzle,geometry.fan,
7.0,power.heater,power.fan,
7.0,material.fan,geometry.heater,
8.0,material.motor,material.motor,
8.0,material.motor,temperature.motor,
8.0,geometry.heater,temperature.motor,
8.0,material.motor,rot.speed.fan,
8.0,material.heater,material.heater,
9.0,geometry.heater,material.motor,
9.0,power.motor,power.motor,
9.0,material.heater,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
