Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,temperature.heater,temperature.heater,
0.0,geometry.nozzle,geometry.nozzle,
1.0,temperature.motor,temperature.motor,
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.fan,material.fan,
1.0,material.body,material.body,
2.0,temperature.heater,temperature.motor,
2.0,geometry.fan,geometry.fan,
2.0,material.heater,material.heater,
2.0,temperature.motor,geometry.nozzle,
2.0,material.body,geometry.nozzle,
3.0,material.body,temperature.heater,
4.0,geometry.motor,geometry.fan,
4.0,material.nozzle,rot.speed.fan,
4.0,temperature.nozzle,rot.speed.fan,
4.0,geometry.heater,material.fan,
4.0,power.fan,power.fan,
4.0,geometry.body,temperature.heater,
4.0,temperature.nozzle,geometry.nozzle,
4.0,material.nozzle,material.body,
5.0,geometry.heater,power.motor,
5.0,geometry.motor,temperature.motor,
5.0,material.body,temperature.motor,
5.0,temperature.motor,rot.speed.fan,
5.0,temperature.nozzle,material.heater,
5.0,power.fan,temperature.heater,
5.0,power.fan,geometry.nozzle,
5.0,geometry.body,geometry.nozzle,
5.0,power.heater,material.nozzle,
6.0,geometry.heater,geometry.fan,
6.0,material.motor,rot.speed.fan,
6.0,geometry.fan,material.fan,
6.0,material.body,material.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
