Tick,Attribute.Component,Origin,Failed Behaviour
1.0,power.motor,power.motor,
1.0,temperature.motor,temperature.motor,
1.0,power.fan,power.fan,
1.0,material.heater,material.heater,
1.0,temperature.heater,temperature.heater,
2.0,geometry.motor,geometry.motor,
2.0,temperature.heater,temperature.motor,
2.0,geometry.fan,geometry.fan,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.motor,power.fan,
3.0,power.heater,power.fan,
3.0,material.body,power.fan,
3.0,material.body,temperature.heater,
4.0,geometry.motor,geometry.fan,
4.0,temperature.heater,power.fan,
4.0,geometry.nozzle,power.fan,
4.0,material.nozzle,power.heater,
4.0,material.nozzle,material.body,
5.0,geometry.motor,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,geometry.motor,material.heater,
5.0,material.body,material.heater,
5.0,geometry.fan,power.heater,
5.0,temperature.nozzle,temperature.heater,
6.0,material.body,temperature.motor,
6.0,geometry.heater,power.fan,
6.0,material.heater,material.heater,
6.0,geometry.heater,power.heater,
6.0,geometry.body,temperature.heater,
6.0,material.body,geometry.nozzle,
7.0,material.motor,temperature.motor,
7.0,rot.speed.fan,temperature.motor,
7.0,material.fan,material.fan,
7.0,geometry.fan,power.fan,
7.0,material.motor,geometry.heater,
7.0,rot.speed.fan,material.nozzle,
7.0,material.fan,material.nozzle,
7.0,geometry.body,material.nozzle,
7.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
