Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,temperature.heater,temperature.heater,
1.0,geometry.motor,geometry.motor,
1.0,material.heater,material.heater,
1.0,temperature.nozzle,temperature.heater,
1.0,material.body,temperature.heater,
2.0,material.fan,material.fan,
2.0,temperature.motor,temperature.heater,
2.0,geometry.body,temperature.heater,
3.0,geometry.fan,geometry.motor,
3.0,power.fan,power.fan,
3.0,power.heater,power.heater,
3.0,power.fan,temperature.heater,
3.0,rot.speed.fan,temperature.nozzle,
3.0,material.body,temperature.nozzle,
4.0,geometry.nozzle,temperature.motor,
4.0,material.nozzle,power.heater,
4.0,geometry.nozzle,temperature.heater,
4.0,geometry.nozzle,temperature.nozzle,
4.0,material.nozzle,material.body,
5.0,temperature.motor,geometry.motor,
5.0,geometry.heater,material.fan,
5.0,geometry.motor,power.fan,
5.0,geometry.nozzle,power.fan,
5.0,geometry.motor,material.heater,
5.0,material.body,material.heater,
5.0,material.heater,temperature.nozzle,
5.0,material.nozzle,temperature.nozzle,
6.0,power.heater,geometry.fan,
6.0,material.nozzle,rot.speed.fan,
6.0,material.body,power.fan,
7.0,power.fan,geometry.fan,
7.0,geometry.heater,geometry.fan,
7.0,temperature.motor,rot.speed.fan,
7.0,geometry.motor,material.fan,
7.0,geometry.fan,material.fan,
7.0,material.nozzle,material.fan,
7.0,material.body,geometry.nozzle,
7.0,geometry.nozzle,geometry.body,
7.0,material.body,geometry.body,
8.0,power.fan,power.heater,
8.0,material.nozzle,geometry.body,
8.0,geometry.body,geometry.body,
9.0,geometry.nozzle,material.fan,
9.0,material.motor,geometry.heater,
9.0,material.body,geometry.heater,
9.0,geometry.heater,power.heater,
11.0,power.heater,geometry.motor,
11.0,power.motor,power.motor,
11.0,material.motor,temperature.motor,
11.0,geometry.heater,temperature.motor,
11.0,material.body,material.fan,
11.0,geometry.motor,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
