Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
1.0,material.fan,material.fan,
1.0,power.fan,power.fan,
1.0,material.body,material.body,
2.0,power.motor,power.motor,
2.0,material.body,power.fan,
2.0,material.heater,material.heater,
2.0,temperature.heater,temperature.heater,
2.0,geometry.nozzle,geometry.nozzle,
3.0,temperature.motor,geometry.motor,
3.0,power.fan,geometry.motor,
3.0,geometry.nozzle,material.fan,
3.0,temperature.motor,temperature.heater,
4.0,geometry.fan,geometry.motor,
4.0,geometry.heater,material.fan,
4.0,material.nozzle,material.fan,
4.0,geometry.heater,material.body,
4.0,geometry.nozzle,material.body,
4.0,temperature.nozzle,material.body,
5.0,material.motor,geometry.motor,
5.0,material.fan,geometry.motor,
5.0,power.heater,geometry.motor,
5.0,geometry.nozzle,temperature.motor,
5.0,power.heater,power.fan,
5.0,geometry.nozzle,power.fan,
5.0,material.motor,geometry.heater,
5.0,temperature.nozzle,material.heater,
5.0,power.fan,temperature.heater,
5.0,geometry.body,temperature.heater,
5.0,power.heater,material.nozzle,
5.0,material.body,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
