Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.body,material.body,
1.0,geometry.motor,geometry.motor,
1.0,power.motor,power.motor,
1.0,power.fan,material.body,
1.0,material.nozzle,material.body,
2.0,temperature.motor,temperature.motor,
2.0,material.heater,material.heater,
2.0,power.heater,power.heater,
2.0,power.heater,material.nozzle,
2.0,geometry.nozzle,material.body,
2.0,temperature.nozzle,material.body,
3.0,geometry.fan,geometry.motor,
3.0,power.heater,power.fan,
3.0,geometry.nozzle,power.fan,
3.0,rot.speed.fan,material.nozzle,
3.0,geometry.heater,material.body,
3.0,geometry.body,material.body,
4.0,temperature.motor,geometry.motor,
4.0,power.heater,geometry.motor,
4.0,material.heater,material.heater,
4.0,geometry.body,material.nozzle,
4.0,temperature.motor,material.body,
4.0,material.heater,material.body,
5.0,power.fan,geometry.motor,
5.0,material.motor,material.motor,
5.0,geometry.heater,power.motor,
5.0,temperature.heater,temperature.heater,
5.0,temperature.nozzle,geometry.nozzle,
5.0,material.motor,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
