Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
1.0,geometry.fan,geometry.fan,
1.0,power.heater,power.heater,
1.0,temperature.heater,temperature.heater,
1.0,material.body,material.body,
2.0,geometry.motor,geometry.motor,
2.0,material.heater,material.heater,
2.0,material.nozzle,power.heater,
2.0,power.fan,material.body,
3.0,geometry.motor,geometry.fan,
3.0,power.fan,power.heater,
3.0,temperature.motor,temperature.heater,
3.0,geometry.body,temperature.heater,
3.0,material.body,temperature.heater,
4.0,geometry.fan,power.heater,
4.0,geometry.heater,power.heater,
4.0,power.fan,temperature.heater,
4.0,temperature.nozzle,temperature.heater,
4.0,rot.speed.fan,material.nozzle,
4.0,material.nozzle,material.body,
5.0,geometry.heater,power.motor,
5.0,geometry.nozzle,temperature.motor,
5.0,geometry.heater,material.body,
5.0,geometry.nozzle,material.body,
5.0,temperature.nozzle,material.body,
6.0,temperature.motor,geometry.motor,
6.0,power.fan,geometry.motor,
6.0,material.motor,material.motor,
6.0,material.body,material.heater,
6.0,geometry.body,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
